symbol,GeneID_dog,name_dog,GeneID_human,name_human
XYLT2,493990.0,xylosyltransferase 2,64132,xylosyltransferase 2
NME1,480558.0,"non-metastatic cells 1, protein (NM23A) expressed in",4830,NME/NM23 nucleoside diphosphate kinase 1
NME2,480559.0,"non-metastatic cells 2, protein (NM23B) expressed in",4831,NME/NM23 nucleoside diphosphate kinase 2
MIR142,100886090.0,microRNA 142,406934,microRNA 142
MIR454,100886031.0,microRNA 454,768216,microRNA 454
MIR301A,100886065.0,microRNA 301a,407027,microRNA 301a
MIR21,100886143.0,microRNA 21,406991,microRNA 21
TUBD1,403546.0,tubulin delta 1,51174,tubulin delta 1
TBX4,403514.0,T-box 4,9496,T-box transcription factor 4
CCL4,448786.0,chemokine (C-C motif) ligand 4,6351,C-C motif chemokine ligand 4
CCL4,448786.0,chemokine (C-C motif) ligand 4,6351,C-C motif chemokine ligand 4
CCL4,448786.0,chemokine (C-C motif) ligand 4,6351,C-C motif chemokine ligand 4
CCL3,448787.0,chemokine (C-C motif) ligand 3,6348,C-C motif chemokine ligand 3
CCL3,448787.0,chemokine (C-C motif) ligand 3,6348,C-C motif chemokine ligand 3
CCL3,448787.0,chemokine (C-C motif) ligand 3,6348,C-C motif chemokine ligand 3
CCL5,403522.0,C-C motif chemokine ligand 5,6352,C-C motif chemokine ligand 5
CCL5,403522.0,C-C motif chemokine ligand 5,6352,C-C motif chemokine ligand 5
CCL1,448788.0,C-C motif chemokine ligand 1,6346,C-C motif chemokine ligand 1
CCL13,445451.0,chemokine (C-C motif) ligand 13,6357,C-C motif chemokine ligand 13
CCL8,448792.0,chemokine (C-C motif) ligand 8,6355,C-C motif chemokine ligand 8
CCL7,491148.0,chemokine (C-C motif) ligand 7,6354,C-C motif chemokine ligand 7
CCL2,403981.0,chemokine (C-C motif) ligand 2,6347,C-C motif chemokine ligand 2
SPACA3,610702.0,sperm acrosome associated 3,124912,sperm acrosome associated 3
MIR632,100886073.0,microRNA 632,693217,microRNA 632
MIR193A,100886142.0,microRNA 193a,406968,microRNA 193a
LGALS9,442861.0,galectin 9,3965,galectin 9
NOS2,403822.0,nitric oxide synthase 2,4843,nitric oxide synthase 2
POLDIP2,491162.0,DNA polymerase delta interacting protein 2,26073,DNA polymerase delta interacting protein 2
ALDOC,480622.0,"aldolase, fructose-bisphosphate C",230,"aldolase, fructose-bisphosphate C"
MIR144,100885959.0,microRNA 144,406936,microRNA 144
CRYBA1,491178.0,crystallin beta A1,1411,crystallin beta A1
SLC6A4,491184.0,solute carrier family 6 member 4,6532,solute carrier family 6 member 4
MIR22,100885958.0,microRNA 22,407004,microRNA 22
MIR22,100885958.0,microRNA 22,407004,microRNA 22
SERPINF1,611276.0,serpin family F member 1,5176,serpin family F member 1
SERPINF1,611276.0,serpin family F member 1,5176,serpin family F member 1
MIR132,100886058.0,microRNA 132,406921,microRNA 132
MIR212,100885957.0,microRNA 212,406994,microRNA 212
GNG10,100534634.0,"guanine nucleotide binding protein (G protein), gamma 10",2790,G protein subunit gamma 10
OR1E2,491217.0,olfactory receptor DTMT,8388,olfactory receptor family 1 subfamily E member 2
TRPV1,445457.0,transient receptor potential cation channel subfamily V member 1,7442,transient receptor potential cation channel subfamily V member 1
GRIN1,494007.0,glutamate ionotropic receptor NMDA type subunit 1,2902,glutamate ionotropic receptor NMDA type subunit 1
FUT7,449026.0,fucosyltransferase 7,2529,fucosyltransferase 7
PTGDS,403740.0,prostaglandin D2 synthase,5730,prostaglandin D2 synthase
MIR126,100886141.0,microRNA 126,406913,microRNA 126
LHX3,607584.0,LIM homeobox 3,8022,LIM homeobox 3
OBP2B,403830.0,odorant binding protein 2B,29989,odorant binding protein 2B
OBP2B,403830.0,odorant binding protein 2B,29989,odorant binding protein 2B
ABO,491265.0,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",28,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase"
ABO,491265.0,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",28,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase"
RPL7A,403678.0,ribosomal protein L7a,6130,ribosomal protein L7a
RPL7A,403678.0,ribosomal protein L7a,6130,ribosomal protein L7a
ADAMTS13,100630922.0,ADAM metallopeptidase with thrombospondin type 1 motif 13,11093,ADAM metallopeptidase with thrombospondin type 1 motif 13
ADAMTS13,100630922.0,ADAM metallopeptidase with thrombospondin type 1 motif 13,11093,ADAM metallopeptidase with thrombospondin type 1 motif 13
DBH,448806.0,dopamine beta-hydroxylase,1621,dopamine beta-hydroxylase
GBGT1,403833.0,"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)",26301,"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)"
PTGES,480698.0,prostaglandin E synthase,9536,prostaglandin E synthase
DNM1,491319.0,dynamin 1,1759,dynamin 1
PTGES2,609101.0,prostaglandin E synthase 2,80142,prostaglandin E synthase 2
AK1,480712.0,adenylate kinase 1,203,adenylate kinase 1
RPL12,480716.0,ribosomal protein L12,6136,ribosomal protein L12
SLC2A8,480717.0,solute carrier family 2 member 8,29988,solute carrier family 2 member 8
PSMB7,100686423.0,proteasome subunit beta 7,5695,proteasome 20S subunit beta 7
PTGS1,403544.0,prostaglandin-endoperoxide synthase 1,5742,prostaglandin-endoperoxide synthase 1
PMEL,481102.0,premelanosome protein,6490,premelanosome protein
MIP,607104.0,major intrinsic protein of lens fiber,4284,major intrinsic protein of lens fiber
NACA,474408.0,nascent polypeptide-associated complex alpha subunit,4666,nascent polypeptide associated complex subunit alpha
MYO1A,607315.0,tachykinin 3,4640,myosin IA
STAT6,100142679.0,signal transducer and activator of transcription 6,6778,signal transducer and activator of transcription 6
AVPR1A,481142.0,arginine vasopressin receptor 1A,552,arginine vasopressin receptor 1A
IFNG,403801.0,interferon gamma,3458,interferon gamma
MDM2,403693.0,MDM2 proto-oncogene,4193,MDM2 proto-oncogene
LYZ,474442.0,lysozyme,4069,lysozyme
TPH2,481165.0,tryptophan hydroxylase 2,121278,tryptophan hydroxylase 2
ARSA,474457.0,arylsulfatase A,410,arylsulfatase A
SELENOO,481194.0,selenoprotein O,83642,selenoprotein O
PPARA,403654.0,peroxisome proliferator activated receptor alpha,5465,peroxisome proliferator activated receptor alpha
MIRLET7B,100885980.0,microRNA let-7b,406884,microRNA let-7b
MIR1249,104794972.0,microRNA 1249,100302149,microRNA 1249
ARHGAP8,100533462.0,Rho GTPase activating protein 8,23779,Rho GTPase activating protein 8
PRR5,100533463.0,proline rich 5 (renal),55615,proline rich 5
CYB5R3,474479.0,cytochrome b5 reductase 3,1727,cytochrome b5 reductase 3
MIR33A,100885870.0,microRNA 33a,407039,microRNA 33a
ST13,607960.0,"ST13, Hsp70 interacting protein",6767,ST13 Hsp70 interacting protein
MCHR1,403563.0,melanin concentrating hormone receptor 1,2847,melanin concentrating hormone receptor 1
RPL3,474504.0,ribosomal protein L3,6122,ribosomal protein L3
PDGFB,442986.0,platelet derived growth factor subunit B,5155,platelet derived growth factor subunit B
EIF3L,474513.0,eukaryotic translation initiation factor 3 subunit L,51386,eukaryotic translation initiation factor 3 subunit L
LGALS1,610276.0,galectin 1,3956,galectin 1
LGALS2,474514.0,galectin 2,3957,galectin 2
SSTR3,481272.0,somatostatin receptor 3,6753,somatostatin receptor 3
IL2RB,403439.0,interleukin 2 receptor subunit beta,3560,interleukin 2 receptor subunit beta
MYH9,481280.0,myosin heavy chain 9,4627,myosin heavy chain 9
HMOX1,442987.0,heme oxygenase 1,3162,heme oxygenase 1
TIMP3,481289.0,TIMP metallopeptidase inhibitor 3,7078,TIMP metallopeptidase inhibitor 3
TXNRD1,474536.0,thioredoxin reductase 1,7296,thioredoxin reductase 1
RFX8,100683612.0,"RFX family member 8, lacking RFX DNA binding domain",731220,regulatory factor X8
UBE2N,611865.0,ubiquitin-conjugating enzyme E2N,7334,ubiquitin conjugating enzyme E2 N
CNGA3,481341.0,cyclic nucleotide gated channel alpha 3,1261,cyclic nucleotide gated channel subunit alpha 3
COX5B,474567.0,cytochrome c oxidase polypeptide Vb,1329,cytochrome c oxidase subunit 5B
COX5B,474567.0,cytochrome c oxidase polypeptide Vb,1329,cytochrome c oxidase subunit 5B
THADA,100126180.0,"THADA, armadillo repeat containing",63892,THADA armadillo repeat containing
SLC3A1,403700.0,solute carrier family 3 member 1,6519,solute carrier family 3 member 1
STON1,100534006.0,stonin 1,11037,stonin 1
GTF2A1L,100534007.0,general transcription factor IIA subunit 1 like,11036,general transcription factor IIA subunit 1 like
ASB3,474592.0,ankyrin repeat and SOCS box containing 3,51130,ankyrin repeat and SOCS box containing 3
RPS27A,474599.0,ribosomal protein S27a,6233,ribosomal protein S27a
MIR217,100885989.0,microRNA 217,406999,microRNA 217
MIR216A,100885988.0,microRNA 216a,406998,microRNA 216a
MIR216B,100886111.0,microRNA 216b,100126319,microRNA 216b
COMMD1,403590.0,copper metabolism domain containing 1,150684,copper metabolism domain containing 1
RAB1A,403774.0,"RAB1A, member RAS oncogene family",5861,"RAB1A, member RAS oncogene family"
PLEK,442956.0,pleckstrin,5341,pleckstrin
ANXA4,606756.0,annexin A4,307,annexin A4
SNRPG,612653.0,small nuclear ribonucleoprotein polypeptide G,6637,small nuclear ribonucleoprotein polypeptide G
MIR340,100886012.0,microRNA 340,442908,microRNA 340
CANX,403908.0,calnexin,821,calnexin
CANX,403908.0,calnexin,821,calnexin
PROP1,474647.0,PROP paired-like homeobox 1,5626,PROP paired-like homeobox 1
PROP1,474647.0,PROP paired-like homeobox 1,5626,PROP paired-like homeobox 1
PROP1,474647.0,PROP paired-like homeobox 1,5626,PROP paired-like homeobox 1
TICAM2,100533188.0,toll like receptor adaptor molecule 2,353376,TIR domain containing adaptor molecule 2
TMED7,481436.0,transmembrane p24 trafficking protein 7,51014,transmembrane p24 trafficking protein 7
IL3,481497.0,"interleukin 3 (colony-stimulating factor, multiple)",3562,interleukin 3
CSF2,403923.0,colony stimulating factor 2,1437,colony stimulating factor 2
IL5,403790.0,interleukin 5,3567,interleukin 5
IL13,442990.0,interleukin 13,3596,interleukin 13
IL4,403785.0,interleukin 4,3565,interleukin 4
GDF9,100313495.0,growth differentiation factor 9,2661,growth differentiation factor 9
HSPA4,474680.0,heat shock protein family A (Hsp70) member 4,3308,heat shock protein family A (Hsp70) member 4
SKP1,474682.0,S-phase kinase associated protein 1,6500,S-phase kinase associated protein 1
PPP2CA,403608.0,protein phosphatase 2 catalytic subunit alpha,5515,protein phosphatase 2 catalytic subunit alpha
MIR874,100886033.0,microRNA 874,100126343,microRNA 874
ETF1,608717.0,eukaryotic translation termination factor 1,2107,eukaryotic translation termination factor 1
MATR3,474700.0,matrin 3,9782,matrin 3
MLANA,403495.0,melan-A,2315,melan-A
IL33,403810.0,interleukin 33,90865,interleukin 33
TYRP1,403479.0,tyrosinase related protein 1,7306,tyrosinase related protein 1
FTH1,403631.0,"ferritin, heavy polypeptide 1",2495,ferritin heavy chain 1
RPS6,474722.0,ribosomal protein S6,6194,ribosomal protein S6
MIR491,100885875.0,microRNA 491,574444,microRNA 491
IFNB1,481558.0,interferon beta 1,3456,interferon beta 1
IFNA5,442934.0,"interferon, alpha 5",3442,interferon alpha 5
IFNA7,474181.0,"interferon, alpha 7",3444,interferon alpha 7
MIR31,100885873.0,microRNA 31,407035,microRNA 31
CDKN2B,481563.0,cyclin dependent kinase inhibitor 2B,1030,cyclin dependent kinase inhibitor 2B
IFNK,100855436.0,interferon kappa,56832,interferon kappa
MIR876,100886034.0,microRNA 876,100126310,microRNA 876
NDUFB6,100687033.0,NADH:ubiquinone oxidoreductase subunit B6,4712,NADH:ubiquinone oxidoreductase subunit B6
APTX,442943.0,aprataxin,54840,aprataxin
DNAJA1,100855671.0,DnaJ heat shock protein family (Hsp40) member A1,3301,DnaJ heat shock protein family (Hsp40) member A1
CNTFR,442941.0,ciliary neurotrophic factor receptor,1271,ciliary neurotrophic factor receptor
CCL27,445454.0,C-C motif chemokine ligand 27,10850,C-C motif chemokine ligand 27
CCL19,448793.0,C-C motif chemokine ligand 19,6363,C-C motif chemokine ligand 19
CCL21,448796.0,C-C motif chemokine ligand 21,6366,C-C motif chemokine ligand 21
ARHGEF39,611930.0,Rho guanine nucleotide exchange factor 39,84904,Rho guanine nucleotide exchange factor 39
CA9,611933.0,carbonic anhydrase 9,768,carbonic anhydrase 9
RECK,403477.0,reversion inducing cysteine rich protein with kazal motifs,8434,reversion inducing cysteine rich protein with kazal motifs
SEC61B,404018.0,Sec61 translocon beta subunit,10952,SEC61 translocon subunit beta
INVS,442950.0,inversin,27130,inversin
OR13F1,481644.0,cOR13F4 olfactory receptor family 13 subfamily F-like,138805,olfactory receptor family 13 subfamily F member 1
MIR32,100886112.0,microRNA 32,407036,microRNA 32
DNAJC25,481665.0,DnaJ heat shock protein family (Hsp40) member C25,548645,DnaJ heat shock protein family (Hsp40) member C25
UGCG,481666.0,UDP-glucose ceramide glucosyltransferase,7357,UDP-glucose ceramide glucosyltransferase
HSDL2,474804.0,hydroxysteroid dehydrogenase like 2,84263,hydroxysteroid dehydrogenase like 2
SLC46A2,403501.0,"solute carrier family 46, member 2",57864,solute carrier family 46 member 2
MIR455,100885876.0,microRNA 455,619556,microRNA 455
TNC,481689.0,tenascin C,3371,tenascin C
TLR4,403417.0,toll like receptor 4,7099,toll like receptor 4
STOM,612719.0,stomatin,2040,stomatin
RPP21,474824.0,ribonuclease P/MRP subunit p21,79897,ribonuclease P/MRP subunit p21
RPP21,474824.0,ribonuclease P/MRP subunit p21,79897,ribonuclease P/MRP subunit p21
RPP21,474824.0,ribonuclease P/MRP subunit p21,79897,ribonuclease P/MRP subunit p21
RPP21,474824.0,ribonuclease P/MRP subunit p21,79897,ribonuclease P/MRP subunit p21
RPP21,474824.0,ribonuclease P/MRP subunit p21,79897,ribonuclease P/MRP subunit p21
RPP21,474824.0,ribonuclease P/MRP subunit p21,79897,ribonuclease P/MRP subunit p21
RPP21,474824.0,ribonuclease P/MRP subunit p21,79897,ribonuclease P/MRP subunit p21
DDX39B,474839.0,DExD-box helicase 39B,7919,DExD-box helicase 39B
DDX39B,474839.0,DExD-box helicase 39B,7919,DExD-box helicase 39B
DDX39B,474839.0,DExD-box helicase 39B,7919,DExD-box helicase 39B
DDX39B,474839.0,DExD-box helicase 39B,7919,DExD-box helicase 39B
DDX39B,474839.0,DExD-box helicase 39B,7919,DExD-box helicase 39B
DDX39B,474839.0,DExD-box helicase 39B,7919,DExD-box helicase 39B
DDX39B,474839.0,DExD-box helicase 39B,7919,DExD-box helicase 39B
DDX39B,474839.0,DExD-box helicase 39B,7919,DExD-box helicase 39B
ATP6V1G2,474840.0,ATPase H+ transporting V1 subunit G2,534,ATPase H+ transporting V1 subunit G2
ATP6V1G2,474840.0,ATPase H+ transporting V1 subunit G2,534,ATPase H+ transporting V1 subunit G2
ATP6V1G2,474840.0,ATPase H+ transporting V1 subunit G2,534,ATPase H+ transporting V1 subunit G2
ATP6V1G2,474840.0,ATPase H+ transporting V1 subunit G2,534,ATPase H+ transporting V1 subunit G2
ATP6V1G2,474840.0,ATPase H+ transporting V1 subunit G2,534,ATPase H+ transporting V1 subunit G2
ATP6V1G2,474840.0,ATPase H+ transporting V1 subunit G2,534,ATPase H+ transporting V1 subunit G2
ATP6V1G2,474840.0,ATPase H+ transporting V1 subunit G2,534,ATPase H+ transporting V1 subunit G2
NFKBIL1,481711.0,NFKB inhibitor like 1,4795,NFKB inhibitor like 1
NFKBIL1,481711.0,NFKB inhibitor like 1,4795,NFKB inhibitor like 1
NFKBIL1,481711.0,NFKB inhibitor like 1,4795,NFKB inhibitor like 1
NFKBIL1,481711.0,NFKB inhibitor like 1,4795,NFKB inhibitor like 1
NFKBIL1,481711.0,NFKB inhibitor like 1,4795,NFKB inhibitor like 1
NFKBIL1,481711.0,NFKB inhibitor like 1,4795,NFKB inhibitor like 1
NFKBIL1,481711.0,NFKB inhibitor like 1,4795,NFKB inhibitor like 1
LTA,607183.0,lymphotoxin alpha,4049,lymphotoxin alpha
LTA,607183.0,lymphotoxin alpha,4049,lymphotoxin alpha
LTA,607183.0,lymphotoxin alpha,4049,lymphotoxin alpha
LTA,607183.0,lymphotoxin alpha,4049,lymphotoxin alpha
LTA,607183.0,lymphotoxin alpha,4049,lymphotoxin alpha
LTA,607183.0,lymphotoxin alpha,4049,lymphotoxin alpha
LTA,607183.0,lymphotoxin alpha,4049,lymphotoxin alpha
TNF,403922.0,tumor necrosis factor,7124,tumor necrosis factor
TNF,403922.0,tumor necrosis factor,7124,tumor necrosis factor
TNF,403922.0,tumor necrosis factor,7124,tumor necrosis factor
TNF,403922.0,tumor necrosis factor,7124,tumor necrosis factor
TNF,403922.0,tumor necrosis factor,7124,tumor necrosis factor
TNF,403922.0,tumor necrosis factor,7124,tumor necrosis factor
TNF,403922.0,tumor necrosis factor,7124,tumor necrosis factor
TNF,403922.0,tumor necrosis factor,7124,tumor necrosis factor
LTB,481712.0,lymphotoxin beta,4050,lymphotoxin beta
LTB,481712.0,lymphotoxin beta,4050,lymphotoxin beta
LTB,481712.0,lymphotoxin beta,4050,lymphotoxin beta
LTB,481712.0,lymphotoxin beta,4050,lymphotoxin beta
LTB,481712.0,lymphotoxin beta,4050,lymphotoxin beta
LTB,481712.0,lymphotoxin beta,4050,lymphotoxin beta
LTB,481712.0,lymphotoxin beta,4050,lymphotoxin beta
LTB,481712.0,lymphotoxin beta,4050,lymphotoxin beta
LY6G5C,403793.0,lymphocyte antigen 6 family member G5C,80741,lymphocyte antigen 6 family member G5C
LY6G5C,403793.0,lymphocyte antigen 6 family member G5C,80741,lymphocyte antigen 6 family member G5C
LY6G5C,403793.0,lymphocyte antigen 6 family member G5C,80741,lymphocyte antigen 6 family member G5C
LY6G5C,403793.0,lymphocyte antigen 6 family member G5C,80741,lymphocyte antigen 6 family member G5C
LY6G5C,403793.0,lymphocyte antigen 6 family member G5C,80741,lymphocyte antigen 6 family member G5C
LY6G5C,403793.0,lymphocyte antigen 6 family member G5C,80741,lymphocyte antigen 6 family member G5C
LY6G5C,403793.0,lymphocyte antigen 6 family member G5C,80741,lymphocyte antigen 6 family member G5C
CLIC1,474847.0,chloride intracellular channel 1,1192,chloride intracellular channel 1
CLIC1,474847.0,chloride intracellular channel 1,1192,chloride intracellular channel 1
CLIC1,474847.0,chloride intracellular channel 1,1192,chloride intracellular channel 1
CLIC1,474847.0,chloride intracellular channel 1,1192,chloride intracellular channel 1
CLIC1,474847.0,chloride intracellular channel 1,1192,chloride intracellular channel 1
CLIC1,474847.0,chloride intracellular channel 1,1192,chloride intracellular channel 1
CLIC1,474847.0,chloride intracellular channel 1,1192,chloride intracellular channel 1
CYP21A2,415124.0,cytochrome P450c21,1589,cytochrome P450 family 21 subfamily A member 2
CYP21A2,415124.0,cytochrome P450c21,1589,cytochrome P450 family 21 subfamily A member 2
CYP21A2,415124.0,cytochrome P450c21,1589,cytochrome P450 family 21 subfamily A member 2
CYP21A2,415124.0,cytochrome P450c21,1589,cytochrome P450 family 21 subfamily A member 2
CYP21A2,415124.0,cytochrome P450c21,1589,cytochrome P450 family 21 subfamily A member 2
CYP21A2,415124.0,cytochrome P450c21,1589,cytochrome P450 family 21 subfamily A member 2
AGER,403168.0,advanced glycosylation end-product specific receptor,177,advanced glycosylation end-product specific receptor
AGER,403168.0,advanced glycosylation end-product specific receptor,177,advanced glycosylation end-product specific receptor
AGER,403168.0,advanced glycosylation end-product specific receptor,177,advanced glycosylation end-product specific receptor
AGER,403168.0,advanced glycosylation end-product specific receptor,177,advanced glycosylation end-product specific receptor
AGER,403168.0,advanced glycosylation end-product specific receptor,177,advanced glycosylation end-product specific receptor
AGER,403168.0,advanced glycosylation end-product specific receptor,177,advanced glycosylation end-product specific receptor
AGER,403168.0,advanced glycosylation end-product specific receptor,177,advanced glycosylation end-product specific receptor
HLA-DRB1,474860.0,MHC class II DLA DRB1 beta chain,3123,"major histocompatibility complex, class II, DR beta 1"
HLA-DRB1,474860.0,MHC class II DLA DRB1 beta chain,3123,"major histocompatibility complex, class II, DR beta 1"
HLA-DRB1,474860.0,MHC class II DLA DRB1 beta chain,3123,"major histocompatibility complex, class II, DR beta 1"
HLA-DRB1,474860.0,MHC class II DLA DRB1 beta chain,3123,"major histocompatibility complex, class II, DR beta 1"
HLA-DRB1,474860.0,MHC class II DLA DRB1 beta chain,3123,"major histocompatibility complex, class II, DR beta 1"
HLA-DRB1,474860.0,MHC class II DLA DRB1 beta chain,3123,"major histocompatibility complex, class II, DR beta 1"
TAP2,474864.0,"transporter 2, ATP binding cassette subfamily B member",6891,"transporter 2, ATP binding cassette subfamily B member"
TAP2,474864.0,"transporter 2, ATP binding cassette subfamily B member",6891,"transporter 2, ATP binding cassette subfamily B member"
TAP2,474864.0,"transporter 2, ATP binding cassette subfamily B member",6891,"transporter 2, ATP binding cassette subfamily B member"
TAP2,474864.0,"transporter 2, ATP binding cassette subfamily B member",6891,"transporter 2, ATP binding cassette subfamily B member"
TAP2,474864.0,"transporter 2, ATP binding cassette subfamily B member",6891,"transporter 2, ATP binding cassette subfamily B member"
TAP2,474864.0,"transporter 2, ATP binding cassette subfamily B member",6891,"transporter 2, ATP binding cassette subfamily B member"
TAP2,474864.0,"transporter 2, ATP binding cassette subfamily B member",6891,"transporter 2, ATP binding cassette subfamily B member"
TAP2,474864.0,"transporter 2, ATP binding cassette subfamily B member",6891,"transporter 2, ATP binding cassette subfamily B member"
PSMB8,474865.0,proteasome subunit beta 8,5696,proteasome 20S subunit beta 8
PSMB8,474865.0,proteasome subunit beta 8,5696,proteasome 20S subunit beta 8
PSMB8,474865.0,proteasome subunit beta 8,5696,proteasome 20S subunit beta 8
PSMB8,474865.0,proteasome subunit beta 8,5696,proteasome 20S subunit beta 8
PSMB8,474865.0,proteasome subunit beta 8,5696,proteasome 20S subunit beta 8
PSMB8,474865.0,proteasome subunit beta 8,5696,proteasome 20S subunit beta 8
PSMB8,474865.0,proteasome subunit beta 8,5696,proteasome 20S subunit beta 8
PSMB8,474865.0,proteasome subunit beta 8,5696,proteasome 20S subunit beta 8
TAP1,474866.0,"transporter 1, ATP binding cassette subfamily B member",6890,"transporter 1, ATP binding cassette subfamily B member"
TAP1,474866.0,"transporter 1, ATP binding cassette subfamily B member",6890,"transporter 1, ATP binding cassette subfamily B member"
TAP1,474866.0,"transporter 1, ATP binding cassette subfamily B member",6890,"transporter 1, ATP binding cassette subfamily B member"
TAP1,474866.0,"transporter 1, ATP binding cassette subfamily B member",6890,"transporter 1, ATP binding cassette subfamily B member"
TAP1,474866.0,"transporter 1, ATP binding cassette subfamily B member",6890,"transporter 1, ATP binding cassette subfamily B member"
TAP1,474866.0,"transporter 1, ATP binding cassette subfamily B member",6890,"transporter 1, ATP binding cassette subfamily B member"
TAP1,474866.0,"transporter 1, ATP binding cassette subfamily B member",6890,"transporter 1, ATP binding cassette subfamily B member"
TAP1,474866.0,"transporter 1, ATP binding cassette subfamily B member",6890,"transporter 1, ATP binding cassette subfamily B member"
PSMB9,474867.0,proteasome subunit beta 9,5698,proteasome 20S subunit beta 9
PSMB9,474867.0,proteasome subunit beta 9,5698,proteasome 20S subunit beta 9
PSMB9,474867.0,proteasome subunit beta 9,5698,proteasome 20S subunit beta 9
PSMB9,474867.0,proteasome subunit beta 9,5698,proteasome 20S subunit beta 9
PSMB9,474867.0,proteasome subunit beta 9,5698,proteasome 20S subunit beta 9
PSMB9,474867.0,proteasome subunit beta 9,5698,proteasome 20S subunit beta 9
PSMB9,474867.0,proteasome subunit beta 9,5698,proteasome 20S subunit beta 9
PSMB9,474867.0,proteasome subunit beta 9,5698,proteasome 20S subunit beta 9
BRD2,474868.0,bromodomain containing 2,6046,bromodomain containing 2
BRD2,474868.0,bromodomain containing 2,6046,bromodomain containing 2
BRD2,474868.0,bromodomain containing 2,6046,bromodomain containing 2
BRD2,474868.0,bromodomain containing 2,6046,bromodomain containing 2
BRD2,474868.0,bromodomain containing 2,6046,bromodomain containing 2
BRD2,474868.0,bromodomain containing 2,6046,bromodomain containing 2
BRD2,474868.0,bromodomain containing 2,6046,bromodomain containing 2
SLC39A7,481736.0,solute carrier family 39 member 7,7922,solute carrier family 39 member 7
SLC39A7,481736.0,solute carrier family 39 member 7,7922,solute carrier family 39 member 7
SLC39A7,481736.0,solute carrier family 39 member 7,7922,solute carrier family 39 member 7
SLC39A7,481736.0,solute carrier family 39 member 7,7922,solute carrier family 39 member 7
SLC39A7,481736.0,solute carrier family 39 member 7,7922,solute carrier family 39 member 7
SLC39A7,481736.0,solute carrier family 39 member 7,7922,solute carrier family 39 member 7
RING1,607905.0,ring finger protein 1,6015,ring finger protein 1
RING1,607905.0,ring finger protein 1,6015,ring finger protein 1
RING1,607905.0,ring finger protein 1,6015,ring finger protein 1
RING1,607905.0,ring finger protein 1,6015,ring finger protein 1
RING1,607905.0,ring finger protein 1,6015,ring finger protein 1
RING1,607905.0,ring finger protein 1,6015,ring finger protein 1
VPS52,474871.0,"VPS52, GARP complex subunit",6293,VPS52 subunit of GARP complex
VPS52,474871.0,"VPS52, GARP complex subunit",6293,VPS52 subunit of GARP complex
VPS52,474871.0,"VPS52, GARP complex subunit",6293,VPS52 subunit of GARP complex
VPS52,474871.0,"VPS52, GARP complex subunit",6293,VPS52 subunit of GARP complex
VPS52,474871.0,"VPS52, GARP complex subunit",6293,VPS52 subunit of GARP complex
VPS52,474871.0,"VPS52, GARP complex subunit",6293,VPS52 subunit of GARP complex
VPS52,474871.0,"VPS52, GARP complex subunit",6293,VPS52 subunit of GARP complex
RPS18,403685.0,ribosomal protein S18,6222,ribosomal protein S18
RPS18,403685.0,ribosomal protein S18,6222,ribosomal protein S18
RPS18,403685.0,ribosomal protein S18,6222,ribosomal protein S18
RPS18,403685.0,ribosomal protein S18,6222,ribosomal protein S18
RPS18,403685.0,ribosomal protein S18,6222,ribosomal protein S18
RPS18,403685.0,ribosomal protein S18,6222,ribosomal protein S18
B3GALT4,481737.0,"beta-1,3-galactosyltransferase 4",8705,"beta-1,3-galactosyltransferase 4"
B3GALT4,481737.0,"beta-1,3-galactosyltransferase 4",8705,"beta-1,3-galactosyltransferase 4"
B3GALT4,481737.0,"beta-1,3-galactosyltransferase 4",8705,"beta-1,3-galactosyltransferase 4"
B3GALT4,481737.0,"beta-1,3-galactosyltransferase 4",8705,"beta-1,3-galactosyltransferase 4"
B3GALT4,481737.0,"beta-1,3-galactosyltransferase 4",8705,"beta-1,3-galactosyltransferase 4"
PFDN6,474872.0,prefoldin subunit 6,10471,prefoldin subunit 6
PFDN6,474872.0,prefoldin subunit 6,10471,prefoldin subunit 6
PFDN6,474872.0,prefoldin subunit 6,10471,prefoldin subunit 6
PFDN6,474872.0,prefoldin subunit 6,10471,prefoldin subunit 6
PFDN6,474872.0,prefoldin subunit 6,10471,prefoldin subunit 6
TAPBP,481740.0,TAP binding protein,6892,TAP binding protein
TAPBP,481740.0,TAP binding protein,6892,TAP binding protein
TAPBP,481740.0,TAP binding protein,6892,TAP binding protein
TAPBP,481740.0,TAP binding protein,6892,TAP binding protein
TAPBP,481740.0,TAP binding protein,6892,TAP binding protein
BAK1,481744.0,BCL2 antagonist/killer 1,578,BCL2 antagonist/killer 1
MLN,481748.0,motilin,4295,motilin
HMGA1,442946.0,high mobility group AT-hook 1,3159,high mobility group AT-hook 1
NUDT3,100846983.0,nudix (nucleoside diphosphate linked moiety X)-type motif 3,11165,nudix hydrolase 3
